pred_x,pred_y,pred_z,pred_qx,pred_qy,pred_qz,pred_qw,gt_x,gt_y,gt_z,gt_qx,gt_qy,gt_qz,gt_qw
0.008792338,-0.02008763,0.006311994,-0.044683583,-0.014938122,0.030088268,0.9984362,-0.014668081,-0.008549009,-0.00164645,-0.02569903,-0.0046148966,0.0102943815,0.9996061
0.00718006,-0.019779887,0.0051849717,-0.053416256,-0.0048038433,0.028812435,0.99814504,-0.016275948,-0.011451208,-0.0036643036,-0.029311225,-0.0005529152,0.0105355205,0.99951464
0.013032616,-0.021858716,0.004086285,-0.05350604,-0.008718696,0.025889043,0.99819386,-0.018408729,-0.014054091,-0.0038640604,-0.02825073,-0.0037012785,0.008656625,0.99955654
0.005673692,-0.017341763,0.009699371,-0.08676469,-0.0007978954,0.008394659,0.9961932,-0.03704613,-0.03139464,-0.0052254763,-0.05877819,-0.006103253,0.007486595,0.9982243
0.0026037733,-0.015923025,0.009506638,-0.06403886,0.017230287,-0.014600286,0.9976918,-0.014497633,-0.015282158,0.0018553017,-0.031505853,0.0032987858,-0.0048833285,0.9994862
0.0004499294,-0.006935514,0.014985707,-0.073855035,0.024112325,-0.041727714,0.9961038,-0.01064426,-0.014684535,0.004983636,-0.0325692,0.0042029177,-0.014486763,0.9993557
-0.00817211,0.020617217,0.018077806,-0.110291325,0.032513745,-0.08547259,0.98968333,-0.0016390044,-0.02848715,0.011674525,-0.056799863,0.009479877,-0.038545318,0.9975962
0.0027919807,0.015215223,0.014038864,-0.07004347,-0.003972328,-0.07883317,0.9944162,0.008955142,-0.012916907,0.010241219,-0.031924304,-0.0045239767,-0.027122268,0.999112
-6.660307e-05,0.030587941,0.018061584,-0.08938208,-0.028841741,-0.09507354,0.99102986,0.014574832,-0.010323685,0.016581835,-0.03669066,-0.014246007,-0.030939903,0.998746
0.0035534655,0.1018067,-0.0034148227,-0.2508798,-0.011439133,-0.17313924,0.9523399,0.047161594,-0.0103696855,0.04808845,-0.087563396,-0.012732701,-0.06566574,0.99391073
0.010231168,0.017771957,0.023205157,-0.117947504,0.032252237,-0.083413005,0.9889846,0.02822812,0.0025692114,0.031044258,-0.044055216,0.01105704,-0.032652628,0.9984341
-0.0023919046,-0.013611947,0.027271431,-0.08490234,0.047091518,-0.058916535,0.9935305,0.02727971,0.007624519,0.03148375,-0.03390471,0.01957837,-0.026108975,0.9988921
-0.0031399718,-0.00074469275,0.046208315,-0.050165534,0.05166475,-0.06041132,0.99557257,0.038155,0.02822153,0.053221855,-0.03431657,0.039616257,-0.04875779,0.9974345
0.012338027,-0.006981922,0.0122923255,-0.008041954,0.048292678,-0.0114165675,0.9987356,0.008970674,0.020644238,0.019516386,-0.004186913,0.027389858,-0.006232735,0.99959666
0.0056493664,-0.017187128,0.02698571,-0.016583486,0.0993648,0.015858749,0.9947865,0.010636394,0.017532034,0.018760053,-0.0039405897,0.045970555,0.00808558,0.9989023
0.010154627,-0.03555464,0.032612815,-0.04078806,0.12670828,0.06915241,0.9886857,0.011553185,0.03160853,0.03155501,-0.017274696,0.06719356,0.03838626,0.9968516
0.0044845557,-0.009207691,0.016073534,0.009336712,0.029257106,0.030802157,0.99905354,0.002145868,0.01353452,0.009990725,0.0038108896,0.013763584,0.015162713,0.99978304
0.009461944,-0.002010435,0.0034192214,0.02959698,0.0059111356,0.008953085,0.9995043,0.0028827165,0.010880625,0.0075884247,0.016444623,0.006176247,0.003872708,0.9998382
0.010150302,-0.0033776006,0.0070942827,0.030638454,0.00067914143,-0.0073861293,0.9995031,0.0032468056,0.008011801,0.0064066676,0.016579958,0.00022175803,-0.0069099753,0.99983865
0.0132834455,-0.0062170383,0.00835258,0.023617947,0.020038225,0.00023092725,0.9995201,0.015450427,0.0060654874,0.011462029,0.017719144,0.017571233,-0.00050790864,0.99968845
