pred_x,pred_y,pred_z,pred_qx,pred_qy,pred_qz,pred_qw,gt_x,gt_y,gt_z,gt_qx,gt_qy,gt_qz,gt_qw
-0.003461659,-0.00476692,0.0077042934,0.00015316728,-0.00041583454,0.00047242068,0.99999976,-3.6920515e-05,-0.006703592,0.0062180627,0.0015288983,-0.0045272033,-0.006012694,0.9999705
-0.0019547907,-0.0068000583,0.009736273,0.00020091618,-0.00040604608,0.00046006305,0.99999976,0.0011128717,-0.0051970053,0.0028649773,0.013807982,-0.0044251047,-0.0016855936,0.9998934
-0.0059493855,-0.03952385,0.044434868,0.07126779,0.009996038,-0.0019741694,0.9974052,0.00844084,-0.004032233,-0.024345355,0.08935333,0.012612454,0.0052593327,0.99590623
-0.024249999,-0.036636166,0.03932524,0.038539097,-0.039415088,-0.019258153,0.9982937,-0.013544708,-0.016701097,-0.008117793,0.035455756,-0.047542833,-0.033943497,0.9976625
-0.0014962297,-0.006813711,0.008395379,0.0009197425,-0.0015956215,-0.0008314649,0.9999979,-0.0024360367,-0.0013495362,0.00023366603,0.012397108,-0.0078755375,-0.023290807,0.99962085
-0.06286808,-0.08059981,0.017527241,0.075447835,-0.03993497,-0.037710994,0.9956358,-0.021789536,-0.002744275,-0.0016510274,0.084680036,-0.053425293,-0.08112008,0.9916625
-0.0035362341,-0.007353783,0.006273128,0.000217742,-0.0005317322,0.0005453885,0.9999997,-0.0060182433,-0.001334271,0.0099569,0.0010897651,-0.01041443,-0.008336965,0.9999104
-0.0008175837,-0.0073873154,0.006854986,0.00032850966,0.000670164,0.0014939125,0.9999986,0.003576983,0.0021659862,0.001147044,-0.017710427,0.0082375305,0.010499496,0.9997541
-0.001855113,-0.0053327554,0.006160414,0.00018027396,-0.00037716687,0.000509533,0.99999976,-2.1103377e-05,0.00034733847,-0.0016894809,-0.009258918,-0.0044174427,0.0032450233,0.9999421
0.00083408505,-0.0063516265,0.0065014414,0.00034056485,0.0017110313,0.0025915722,0.9999951,0.005288401,0.0012984865,-0.00467684,-0.0065072924,0.011497321,0.021169906,0.9996886
-0.0022534467,-0.06601576,0.06395814,-0.022683896,0.057215378,0.073461,0.99539703,0.029938618,0.020816406,-0.019184403,-0.045952853,0.079917274,0.10509614,0.99017996
-0.0020307824,-0.012908431,0.021751352,0.0063279807,0.008717006,0.02164513,0.99970764,0.0031810228,0.015387022,-0.037015002,0.00034722465,0.017049674,0.030429041,0.99939144
-0.0814697,-0.0652493,0.025697019,0.18903327,-0.08056379,-0.05452155,0.97714037,-0.033165403,-0.037095338,-0.054649726,0.21584724,-0.08803813,-0.07150684,0.9698175
-0.00220135,-0.013550667,0.017042547,0.018246936,-0.0023156141,0.0041746823,0.9998221,-0.0013857373,-0.019942561,-0.032092325,0.04450152,-0.008914195,0.010432876,0.9989151
0.014923129,-0.018032456,0.034985185,-0.02534966,0.031790823,0.022034246,0.9989301,0.02228349,0.028052693,-0.014974888,-0.049315743,0.061059993,0.053905826,0.9954566
0.011526652,-0.060787752,0.070424825,0.0136566255,0.064661585,0.06822682,0.9954785,0.031343244,0.0444251,-0.0368423,-0.010422951,0.097192176,0.1051087,0.989645
-0.003414452,-0.015634812,0.020805048,0.026387224,-0.002308742,-0.0024686547,0.99964607,-0.07685975,0.04473323,-0.0203538,0.03386831,-0.006421995,-0.0052998443,0.9993916
-0.03291114,-0.03312146,0.028846271,-0.013307202,-0.05732537,-0.04647401,0.9971845,-0.17625397,-0.067170426,0.01209516,-0.0092237415,-0.060343266,-0.050765876,0.9968432
0.0026104767,-0.0061479122,0.03781419,-0.015246788,-0.03314792,-0.053622995,0.99789447,-0.07231001,-0.08523647,-0.005623987,-0.014924252,-0.059598774,-0.087802015,0.9942415
-0.0028608865,-0.00759991,0.008006498,-0.0042902003,-0.0035234373,-0.005090788,0.9999716,-0.031883746,-0.0047420524,0.0034017966,-0.023580682,0.0012867838,-0.035901587,0.99907625
