frame,x,y,z,qx,qy,qz,qw
0,2.282154,-5.596598,-0.505632,0.33179890710421706,0.7855115732467268,-0.06880246602161066,0.5178293871626487
1,2.281297,-5.598304,-0.504436,0.33101684107367907,0.7833312241743571,-0.07594628701690444,0.5206267431158832
2,2.279076,-5.600443,-0.503087,0.3366766808999264,0.7792820677683667,-0.08674603797421566,0.5213860338450236
3,2.27112,-5.608619,-0.501123,0.3602507058767056,0.7668909017375346,-0.12184591395829872,0.5169635838230713
4,2.25821,-5.618519,-0.499133,0.3993279529196602,0.7476968118495728,-0.16303121096720016,0.5048836378984237
5,2.250106,-5.622353,-0.494545,0.4257529799898677,0.7267576279827043,-0.17887888999574297,0.5084880459878988
6,2.247228,-5.622016,-0.487539,0.4390089299730898,0.7075661979566279,-0.1904856899883237,0.519938877968129
7,2.242454,-5.624109,-0.474425,0.45090598688440464,0.6790877608259074,-0.2307521639408438,0.5312975088637952
8,2.224276,-5.628845,-0.451206,0.47891593581017694,0.6099590327582367,-0.35177308186057127,0.5242568107922057
9,2.211531,-5.622831,-0.434063,0.5123710880070627,0.5413210090074617,-0.45425148100626156,0.48795801600672617
10,2.219671,-5.614649,-0.424297,0.5210665491854201,0.5043220281794616,-0.5156773531835023,0.45631766416237934
11,2.233853,-5.606922,-0.420484,0.5214136078511106,0.48184434586240954,-0.5562692318411575,0.4318777808766775
12,2.251993,-5.602439,-0.418172,0.5124135202517889,0.4768601482343187,-0.5840597732869943,0.41098779120195045
13,2.270689,-5.600399,-0.42461,0.5125869268638973,0.491836331869407,-0.5877304808439452,0.38720091289718994
14,2.283852,-5.597114,-0.43423,0.5175947849184007,0.5097714859196341,-0.5819932069082482,0.36539372994239533
15,2.295364,-5.594597,-0.436703,0.5066561222758065,0.5253241472859688,-0.5880933383201382,0.34854029818973364
16,2.30539,-5.595884,-0.439117,0.4911193799175894,0.542063126909041,-0.5898724329010185,0.3420816189425982
17,2.308235,-5.601579,-0.442159,0.48809184372159664,0.5521274866850713,-0.584334065666701,0.3398165538061716
18,2.308352,-5.608562,-0.447144,0.49378803496461154,0.5609665319597971,-0.5730018439589345,0.3363908639758918
19,2.306769,-5.612435,-0.448537,0.4956392620728947,0.5638506010829266,-0.568421961083599,0.3366165410495069
20,2.298993,-5.614459,-0.445789,0.5023615159601339,0.5559787929558789,-0.5710558129546824,0.33528457697339265
21,2.289577,-5.617644,-0.445934,0.5230182440905033,0.5425342900938804,-0.5639002810975776,0.33782382005845724
22,2.29013,-5.622158,-0.449398,0.5430788571439742,0.5433542361440471,-0.5271529831397521,0.3632371970962968
23,2.317162,-5.631048,-0.465751,0.5213100901007723,0.6122168581183454,-0.42376555408191646,0.4169521120805994
24,2.369562,-5.625917,-0.495019,0.43146525776204553,0.7355695505943309,-0.22919686987359716,0.4693015687411786
25,2.409385,-5.59839,-0.507049,0.3355911767959769,0.788893617520391,-0.043718809973421084,0.5129464766881534
26,2.422142,-5.586778,-0.505524,0.2827421360339716,0.7955593320955868,0.050200745006031645,0.5334998770641003
27,2.425901,-5.591474,-0.505835,0.26050094804834417,0.7987291151482294,0.07209810401338007,0.5375620150997616
28,2.426606,-5.603321,-0.506666,0.24871513906740375,0.8005868792169653,0.06352700201721631,0.5414478261467366
29,2.425339,-5.60993,-0.50512,0.23253480693291234,0.8031687197682811,0.06305630498180789,0.544859131842805
30,2.418197,-5.621095,-0.499527,0.23429059494348595,0.7941642298084369,0.0451122989891183,0.5589060508651843
31,2.40354,-5.647708,-0.49775,0.28213403598630044,0.7784856719621991,-0.030942334998497537,0.5598240939728166
32,2.365129,-5.686524,-0.494513,0.3778821889909373,0.7361440569823452,-0.19886701299523063,0.5251179769874061
33,2.304646,-5.710307,-0.480737,0.4747295599301091,0.6490710719044422,-0.38549339494324675,0.45247478493338555
34,2.258319,-5.706652,-0.473004,0.5449263898585878,0.568416072852492,-0.4911107058725533,0.37251667390332927
35,2.250153,-5.700655,-0.471944,0.5634175489382761,0.5487820459398796,-0.5014883099450607,0.3604280879605142
36,2.24353,-5.69473,-0.470777,0.5753281002306533,0.5365869802151216,-0.504677979202329,0.3554885751425179
37,2.236474,-5.688184,-0.469697,0.5864961708937046,0.5225088839053015,-0.5148006099066986,0.34349241593774615
38,2.237046,-5.682568,-0.467297,0.5824037339405154,0.520783282946809,-0.5220243309466822,0.3421713909650518
39,2.244145,-5.677666,-0.466288,0.5713155919648512,0.5329873679672091,-0.5150386079683134,0.35250275497831307
40,2.248636,-5.672409,-0.465606,0.5582864280626394,0.5441571090610542,-0.5065929970568396,0.36820217304131214
41,2.24445,-5.665497,-0.463827,0.5556662229718051,0.542462273972475,-0.513610712973939,0.3649298089814832
42,2.24227,-5.659554,-0.461613,0.5528663813365022,0.5417389633297296,-0.5140834693128971,0.3695616952249338
43,2.241091,-5.655856,-0.458996,0.5506647999713774,0.5394024779719628,-0.5153948829732107,0.37440801198053897
44,2.240909,-5.654598,-0.460022,0.5531830468922427,0.5390206568950016,-0.5170865528992742,0.36887226092814557
45,2.243976,-5.654621,-0.462683,0.5517241729590018,0.5439054359595827,-0.5164686319616216,0.36472930497289724
46,2.248057,-5.654742,-0.463604,0.5473588789892744,0.5498973839892246,-0.5159678889898895,0.3630265309928864
47,2.248921,-5.653964,-0.463116,0.5478922807905238,0.5488923527901415,-0.5194693628013908,0.3587238698628487
48,2.24987,-5.652597,-0.461618,0.5485447378292099,0.5472857998296019,-0.5171770898389763,0.3634622148868355
49,2.249445,-5.650017,-0.456053,0.5452252539439124,0.5430495239441362,-0.5175290299467615,0.3741528299615107
50,2.247501,-5.644449,-0.454989,0.5395582193119228,0.544907120315015,-0.5148994082976673,0.38318632222152305
51,2.245599,-5.635235,-0.456578,0.5331952671723907,0.5562111241798321,-0.5008519951619337,0.3943085991274864
52,2.242134,-5.623106,-0.453363,0.5248700249725898,0.5600610569707519,-0.4894180429744412,0.41389980497838497
53,2.239177,-5.610043,-0.449168,0.5192982901811263,0.561844520195966,-0.479494233167243,0.4298200801499171
54,2.249025,-5.602348,-0.45063,0.4976108228594177,0.5794016318363108,-0.4619814618694836,0.45083294787263317
55,2.275793,-5.606431,-0.458031,0.45628334600793663,0.6158511890107122,-0.4318811490075122,0.47540666200826925
56,2.30962,-5.633514,-0.458905,0.40514909002231014,0.6497207460357778,-0.4030837600221964,0.5012391140276015
57,2.339618,-5.688677,-0.460051,0.3939894278664964,0.6580672637770135,-0.39782508586519666,0.5034431528294079
58,2.375263,-5.755051,-0.455665,0.40229052776684,0.662267869616162,-0.39762844476954207,0.4913809317152049
59,2.408635,-5.814405,-0.436415,0.42206687400620857,0.6647067660097777,-0.3944337100058021,0.47375786800696895
60,2.420024,-5.862748,-0.396938,0.4559167830272732,0.6494683270388515,-0.4130539670247091,0.44689730302673364
61,2.383937,-5.902133,-0.353396,0.551397622101911,0.5795824581071202,-0.4714494110871347,0.37118767406860403
62,2.34079,-5.923314,-0.328852,0.6368316230687738,0.5187588260560227,-0.4987201830538587,0.2767904320298916
63,2.312642,-5.935155,-0.320736,0.6806619619653272,0.4962752219747199,-0.49143638797496636,0.22113451598873549
64,2.29338,-5.939527,-0.323092,0.7059406861034198,0.4796318630702657,-0.4833128720708049,0.19496074302856156
65,2.284746,-5.945262,-0.32885,0.7164765389451576,0.47567580296358963,-0.4763271679635398,0.18304733998598874
66,2.282913,-5.955458,-0.337949,0.7157139412841356,0.48949539019432775,-0.46443778418438003,0.1801259610715093
67,2.287858,-5.97051,-0.351255,0.7170037242741153,0.5150703191969148,-0.4269984561632444,0.1956541440747999
68,2.301364,-5.986876,-0.362859,0.7068782237538062,0.5500748898084181,-0.3889590428645321,0.21552646092493577
69,2.316034,-6.000023,-0.374304,0.6973535469452954,0.5780627629546534,-0.35281591197232304,0.23465379798159236
70,2.332024,-6.010205,-0.380159,0.6830503878866862,0.5964337929010554,-0.33320106294472407,0.2582362289571602
71,2.350668,-6.017146,-0.388882,0.6565861182245314,0.6240504272134052,-0.31993015410940584,0.2776696420949541
72,2.369615,-6.01772,-0.397204,0.6313879699454498,0.6536627829435253,-0.3003896729740472,0.2895517949749835
73,2.397293,-6.011667,-0.39302,0.600355810178337,0.6919812262055545,-0.26362675707831085,0.30205267208972536
74,2.43089,-5.992224,-0.363566,0.5768199301652064,0.7153142362048723,-0.20550042705885715,0.33671038909643686
75,2.456897,-5.963263,-0.307256,0.5524616516925516,0.7182571306002853,-0.17621536990193504,0.38450092478602277
76,2.470153,-5.929403,-0.252951,0.5349028130582537,0.7117541250775138,-0.17138057801866424,0.42179822604593603
77,2.479598,-5.894438,-0.212526,0.5233802289312649,0.7078812609070346,-0.16653623597812894,0.44412040994167407
78,2.489966,-5.859036,-0.180127,0.5066620158615545,0.7093811898061614,-0.1580701169568073,0.46377340087327373
79,2.495858,-5.823004,-0.158935,0.4826500078602002,0.7110312067940494,-0.15631953395472198,0.4868755448589763
80,2.495527,-5.79247,-0.145737,0.4758434240238579,0.7025536940352246,-0.15898886800797138,0.5046918690253042
81,2.501251,-5.774934,-0.142066,0.4639502490257614,0.7145939220396788,-0.15994706900888125,0.49852043902768095
82,2.519253,-5.768208,-0.154833,0.4379602910263068,0.7380833700443342,-0.1358094720081576,0.4949540480297302
83,2.537826,-5.768013,-0.191414,0.4111063240013464,0.7673687480025132,-0.09802269900032104,0.4822119300015793
84,2.544964,-5.769674,-0.23528,0.3948141790610129,0.7828488221209783,-0.06783684701048323,0.47609625907357395
85,2.542952,-5.77351,-0.267694,0.40077724005188997,0.7856882431017257,-0.06875646500890213,0.46620182006036076
86,2.52541,-5.787312,-0.277579,0.40927092184371255,0.7809095177017957,-0.16674011293632732,0.44144690783142565
87,2.473627,-5.802167,-0.253268,0.4539141280733296,0.7181590901160183,-0.3581577270578602,0.3872112190625538
88,2.423446,-5.794057,-0.210399,0.4869626029334468,0.6391288249126502,-0.49790911393195075,0.32629477895540526
89,2.397413,-5.772181,-0.161083,0.49398543604666223,0.6072462380573609,-0.5342248420504633,0.31911473403014384
90,2.372367,-5.743233,-0.106175,0.4947759212056788,0.5808444542414575,-0.5413473202250385,0.35321323114683106
91,2.347549,-5.71134,-0.068107,0.49384337601603,0.5535889030179693,-0.550959455017884,0.38223255401240713
92,2.331114,-5.683822,-0.052228,0.5010510330172414,0.5245705070180507,-0.5549949730190977,0.4071292490140096
93,2.320042,-5.668145,-0.044739,0.5014342889703381,0.4933745899708149,-0.5716154939661866,0.4223753009750148
94,2.309351,-5.662097,-0.030394,0.5020341048113595,0.4707172488231268,-0.5901485137782502,0.4220328908414201
95,2.298478,-5.659993,-0.020624,0.5033824880767499,0.45184628106889235,-0.6004405610915482,0.4265115960650296
96,2.287314,-5.663239,-0.014593,0.49918330406434563,0.4355354770561413,-0.6114583740788181,0.43271645905577794
97,2.277826,-5.673501,-0.01625,0.5108319820588757,0.4229213150487436,-0.6027581620694705,0.44370130205113856
98,2.275389,-5.691897,-0.015008,0.5136116889830957,0.4036942179867134,-0.6041534639801158,0.4563251069849812
99,2.285835,-5.719517,-0.015697,0.5093075101241297,0.42852638210444155,-0.5942542611448332,0.45147854111003555
100,2.297034,-5.746346,-0.023392,0.4964686019387891,0.4586620339434504,-0.5820693089282352,0.4520435659442664
101,2.308551,-5.764844,-0.030212,0.4921878280785246,0.49222114007852996,-0.5615041820895835,0.4474176400713819
102,2.328546,-5.774798,-0.032565,0.4926331609376816,0.5221170019339519,-0.534645061932367,0.4459384069435885
103,2.358054,-5.777542,-0.035015,0.4846186059714846,0.5370504839683995,-0.5172800889695628,0.45732143397309083
104,2.390416,-5.778227,-0.035722,0.4968736407448029,0.5330427137262264,-0.5045043637408837,0.4630954517621516
105,2.419699,-5.78016,-0.045692,0.5118312208116375,0.5335032168036618,-0.5045204588143279,0.4459397108358866
106,2.441022,-5.785617,-0.048406,0.5239165229657963,0.5335445309651677,-0.5099712789667068,0.42517173597224284
107,2.466073,-5.795376,-0.044364,0.5180743891448116,0.5230871601462127,-0.5384056221504945,0.4099977271146021
108,2.489649,-5.816978,-0.057391,0.535238328179455,0.5131666061720547,-0.5513344861848517,0.38237449012820274
109,2.506,-5.841706,-0.071776,0.539108560970218,0.4997116359723944,-0.5779472609680725,0.35443928098041966
110,2.512035,-5.859867,-0.088448,0.5303443481510915,0.512426690145987,-0.5877818601674552,0.3326653640947742
111,2.501073,-5.868967,-0.090761,0.5352988321992403,0.5237266681949333,-0.5713672592126652,0.33571564212495475
112,2.464989,-5.863031,-0.084302,0.5508449986003467,0.49970299063745177,-0.5742202265833874,0.3422540577516853
113,2.43974,-5.850672,-0.088737,0.5492915480273327,0.5378895030267653,-0.5151651500256345,0.37889120601885357
114,2.39388,-5.829608,-0.080589,0.5405695578497585,0.5339603608515954,-0.5110190548579715,0.4019084618882968
115,2.335083,-5.81402,-0.065821,0.5259995391428047,0.5350144311452523,-0.5145479761396957,0.41511977011270174
116,2.284241,-5.809239,-0.064985,0.5153811450350327,0.5394989300366723,-0.4972656340338014,0.4427754160300974
117,2.266426,-5.80793,-0.069163,0.5146992028334906,0.5385536158257733,-0.47959125784484824,0.4637207768499824
118,2.285916,-5.800222,-0.078339,0.4929865470894911,0.5813887231055386,-0.45280421908219687,0.4625146010839596
119,2.306256,-5.786022,-0.076369,0.4561342470028618,0.598483613003755,-0.47271235800296585,0.4585868950028772
120,2.32043,-5.774012,-0.087404,0.4682988707565116,0.5944637176909131,-0.5090029817353479,0.41015243578674443
121,2.343681,-5.763479,-0.11545,0.45665161285887024,0.6308099718050459,-0.4899608788485759,0.3917734308789211
122,2.385868,-5.750433,-0.154091,0.39318920325607226,0.6942243664521274,-0.43657755028432976,0.4157581292707707
123,2.411178,-5.727536,-0.209937,0.3390137009777765,0.7418101439513719,-0.38419017397481503,0.4326492009716384
124,2.393016,-5.708015,-0.274043,0.33859719505634833,0.7336903261220985,-0.3996027630665007,0.4328603430720353
125,2.3626,-5.666095,-0.347928,0.3271116549965761,0.7420451489922328,-0.3940120139958758,0.4325754209954722
126,2.322324,-5.599446,-0.4117,0.31195566693474464,0.7145103598505376,-0.39008607391840117,0.4898892348975242
127,2.275921,-5.52166,-0.461287,0.2801589450211597,0.6790600620512877,-0.4036372550304857,0.545403854041193
128,2.220107,-5.457727,-0.456918,0.26189211494218106,0.6666105538528299,-0.4009558369114794,0.5712068858738925
129,2.154618,-5.393001,-0.412764,0.26123814800544,0.6266103980130484,-0.3974341350082761,0.6173816870128562
130,2.094828,-5.32063,-0.388327,0.23152209205949517,0.5444270731399037,-0.40806873010486305,0.6953248121786804
131,2.054641,-5.263569,-0.395845,0.17866326790454343,0.46520742475144805,-0.4394347807652179,0.7473677556006949
132,2.034652,-5.23166,-0.402289,0.1431269289673584,0.4307452929017639,-0.4424268478990998,0.7734543678236054
133,2.028625,-5.22037,-0.396559,0.12341467802903636,0.42643574210032953,-0.42797181210069096,0.7872493271852199
134,2.037438,-5.233486,-0.395241,0.124992020959347,0.4345273778586723,-0.40769688886739874,0.7933134307419789
135,2.073907,-5.264897,-0.398779,0.14489312903687415,0.4710150821198696,-0.34808837908858575,0.7974868362029541
136,2.12218,-5.311015,-0.403954,0.18162006902892658,0.5371333230855492,-0.3122088640497254,0.7622516441214037
137,2.168441,-5.37635,-0.420981,0.2609878429605901,0.5989843699095516,-0.3148145549524621,0.6884728508960385
138,2.223789,-5.428544,-0.461851,0.3029527710336454,0.695158081077203,-0.24338726502703015,0.6047623500671638
139,2.260796,-5.463991,-0.484559,0.3403691058933751,0.7138792487763683,-0.18302470694266523,0.5839753818170624
140,2.280276,-5.495343,-0.498117,0.37618413611979296,0.7061084842248548,-0.15948585305078705,0.5783256581841634
141,2.276473,-5.523688,-0.499719,0.4416821639416986,0.6734718399111028,-0.15137059298001931,0.5730964059243522
142,2.270551,-5.53916,-0.497838,0.466790260000709,0.6612979280010044,-0.14658770900022267,0.5685982300008636
143,2.270078,-5.539751,-0.494213,0.4435010699258532,0.673312840887432,-0.1243645729792081,0.5783511669033082
144,2.256882,-5.537119,-0.493469,0.4218941309541142,0.6835420529256571,-0.11964651698698707,0.5834897729365388
145,2.238674,-5.535447,-0.493051,0.40204716214534475,0.6940757472509164,-0.09940552403593625,0.5888424902128734
146,2.228245,-5.541209,-0.492903,0.3628358058756236,0.7100158027566138,-0.06741927297688936,0.5997352577944169
147,2.226838,-5.571682,-0.498163,0.3307567110445489,0.7171869010965963,-0.061450219008276595,0.6103005960822
148,2.248678,-5.612134,-0.504494,0.3174165758845863,0.7110988277414423,-0.035493797987094344,0.626358814772254
149,2.289467,-5.638293,-0.48803,0.25502966599466065,0.7119799779850939,-0.009591186999799196,0.654180700986304
150,2.32023,-5.655424,-0.460792,0.21026651499910118,0.715166820996943,0.011423598999951169,0.6664787409971511
151,2.332001,-5.662152,-0.428645,0.18517024302223922,0.7207661940865651,0.013846087001662935,0.6678445630802091
152,2.319879,-5.647889,-0.398644,0.17364919190937633,0.7224064806229921,0.010427243994558253,0.6692279936507447
153,2.294902,-5.607885,-0.386567,0.1774230499781085,0.7238870839106827,0.021679058997325112,0.6663621909177805
154,2.269983,-5.563237,-0.404979,0.2013304089814504,0.7280077459329249,0.011388325998950738,0.6552412489396294
155,2.254902,-5.526523,-0.43228,0.23089259399504772,0.7286960019843706,-0.017797244999618277,0.6444951549861766
156,2.239972,-5.518985,-0.459278,0.3173436939835279,0.7329662369619544,-0.07334168099619312,0.5972222979690005
157,2.212955,-5.527082,-0.493473,0.4571340977407581,0.7161907135938465,-0.12887957092691207,0.5113602787100063
158,2.192109,-5.525118,-0.517912,0.5346849747877351,0.686998690727268,-0.17319971993124136,0.46059378381714866
159,2.182656,-5.521104,-0.526823,0.5702418132211645,0.6648563142578602,-0.1941115390752849,0.4417137831713158
160,2.183941,-5.528023,-0.521097,0.5836717341187515,0.6478872301318165,-0.20201491704110108,0.44582442409070555
161,2.198707,-5.548542,-0.508024,0.569578131963918,0.6395636439594846,-0.20551466498698098,0.47360618596999776
162,2.241493,-5.573216,-0.484912,0.48928930665747217,0.6543885965418941,-0.16693346988313792,0.5518194956136978
163,2.288675,-5.600133,-0.46673,0.40625125286126185,0.6804018247676372,-0.10963177196255985,0.5999951257950968
164,2.315797,-5.639693,-0.452683,0.3773201941541379,0.6924498942828705,-0.10649714104350481,0.6056409612474085
165,2.333473,-5.672468,-0.442026,0.3739495038386312,0.7021316876970122,-0.11746881794930919,0.5944526377434785
166,2.344408,-5.68425,-0.435987,0.3718485359500098,0.702461193905563,-0.1176646669841815,0.5953418879199639
167,2.355346,-5.678336,-0.441028,0.35664490698357576,0.7072524269674296,-0.11339639599477785,0.5997830209723788
168,2.368858,-5.665383,-0.451313,0.3328189479678046,0.7156396929307722,-0.09651209499066386,0.6064460349413352
169,2.377874,-5.660147,-0.459747,0.33456314510606655,0.7142614562264423,-0.09895523403137178,0.6067173441923476
170,2.375667,-5.666519,-0.462495,0.3758252118771824,0.6977498247719792,-0.14476319795269219,0.5924054428064051
171,2.362709,-5.677013,-0.456031,0.42156516513120135,0.6716737502090411,-0.21997198706846063,0.5681104731768097
172,2.321904,-5.690263,-0.444497,0.49558510504435743,0.6063175870542685,-0.3604971730322663,0.5067703380453585
173,2.282312,-5.688442,-0.437365,0.5494574362619068,0.5394101972571177,-0.46216063522029555,0.43993262220970025
174,2.265003,-5.685296,-0.43521,0.5614391220995086,0.5177217370917603,-0.49261258008730996,0.4172327420739497
175,2.25368,-5.683604,-0.434083,0.5618377497946844,0.5144037128120184,-0.49797119281802343,0.41442955284855254
176,2.251485,-5.684014,-0.434482,0.5489258539779199,0.5350035929784799,-0.4805829449806689,0.4260183039828637
177,2.270717,-5.682638,-0.43969,0.5006023718756748,0.6001421438509539,-0.41271411489750187,0.4678608038838062
178,2.300772,-5.668024,-0.446291,0.423696078967514,0.6695560999486632,-0.31175524197609683,0.5243900559597935
179,2.318919,-5.6499,-0.456268,0.3773132670161183,0.7041140470300787,-0.23694679701012203,0.5529143900236198
180,2.329295,-5.636092,-0.46694,0.3571588498161104,0.7237496256273646,-0.18357847890548132,0.5611799867110665
181,2.335471,-5.631696,-0.475081,0.36845020601640754,0.7275788540324,-0.14495408700645498,0.560233674024948
182,2.336157,-5.629394,-0.48516,0.40103525205079854,0.7318317700927001,-0.1128291020142919,0.5393167720683145
183,2.330431,-5.627573,-0.498271,0.45559670015490455,0.7239830372461569,-0.0849072860288688,0.5109510361737253
184,2.324077,-5.628961,-0.503657,0.48910781426014716,0.7086595673769226,-0.08890535804728708,0.5006705512662972
185,2.320006,-5.630473,-0.504425,0.5060400249173054,0.6965448778861739,-0.10088502998351384,0.49856888891852624
186,2.313841,-5.634287,-0.502851,0.5123249858520807,0.689505127800925,-0.13649748696059025,0.49343107285753585
187,2.294174,-5.645173,-0.493693,0.5213973931279245,0.6710447941646404,-0.24437650805995761,0.46703722011458726
188,2.273771,-5.652398,-0.480522,0.5276784909754574,0.640734358970199,-0.3472256839838503,0.43640487597970257
189,2.267939,-5.655951,-0.472455,0.5192871368639633,0.6259513578360207,-0.3867388328986868,0.4346939638861241
190,2.265928,-5.657567,-0.46808,0.5184611900841433,0.6132595020995285,-0.39901068206475715,0.44260733507183264
191,2.265993,-5.657893,-0.462666,0.5135278278391637,0.602400690811329,-0.41294864487066507,0.45041757785892983
192,2.271204,-5.656239,-0.454484,0.4973067571020659,0.59609053812234,-0.42503684908723344,0.4655166340955414
193,2.275386,-5.654577,-0.449324,0.48857606313530616,0.5887644741630523,-0.4405482521220053,0.46964567713006355
194,2.27399,-5.653823,-0.451443,0.5023860237508948,0.5816365457115988,-0.4599501987719363,0.4446943067795009
195,2.27827,-5.652421,-0.453924,0.5086058539984357,0.5825996019982081,-0.45470024499860145,0.44175273199864123
196,2.289293,-5.649663,-0.456111,0.5032197026617482,0.5944666686004142,-0.42145748671670674,0.46449208568777994
197,2.300474,-5.647666,-0.455956,0.4897780348800992,0.6050468338518807,-0.3892047439047202,0.49249921087943305
198,2.304535,-5.647011,-0.457856,0.49117382108779944,0.607363838108569,-0.375649782067149,0.49874310708915254
199,2.300589,-5.647203,-0.457922,0.49555541916488516,0.6034812162007951,-0.3962299551318368,0.48294624016068977
