frame,x,y,z,qx,qy,qz,qw
0,1.880843,-5.671555,-0.517921,0.6283977272508701,0.5936036682369795,-0.15606952506230634,0.47790510019079013
1,1.872579,-5.673857,-0.503178,0.6212590200184797,0.5887062150175114,-0.1387332580041267,0.4982121090148196
2,1.860281,-5.675248,-0.487169,0.6124799078044597,0.5856661758130203,-0.11650480396280469,0.5179672998346339
3,1.845241,-5.676258,-0.469166,0.6022140138989653,0.5814786469024441,-0.09769075098361023,0.5382168539097022
4,1.813788,-5.675725,-0.431806,0.573266335763742,0.5783948157616283,-0.06298507597404221,0.5769384937622285
5,1.801375,-5.672442,-0.415004,0.5521781320305351,0.5847846760323382,-0.04565619000252476,0.5924877260327641
6,1.792108,-5.666424,-0.399783,0.5242457379737089,0.5963843069700911,-0.0328432729983529,0.6069707439695602
7,1.779761,-5.642906,-0.384132,0.4658332259807577,0.6227774339742748,-0.01731587199928473,0.6283691859740439
8,1.778028,-5.624274,-0.382802,0.4283898358733602,0.6325689208130011,-0.016568975995101907,0.6450303698093173
9,1.781994,-5.600278,-0.384359,0.38437838302229227,0.6364488370369112,-0.019398850001125047,0.6684383450387664
10,1.80702,-5.538999,-0.400571,0.2814671857978767,0.6510014225325119,-0.012338777991139449,0.7048553934938391
11,1.82557,-5.50409,-0.414869,0.22885340800139564,0.6675098750040708,-0.0035426350000216044,0.708550728004321
12,1.845516,-5.470216,-0.430625,0.1872180200371367,0.6867378661362217,0.005074062001006493,0.7023637021393212
13,1.888265,-5.41787,-0.453368,0.12895016402009987,0.7217552811125022,0.0017987060002803699,0.6800278921059981
14,1.911749,-5.400878,-0.460247,0.12150315598207373,0.7408861938906914,0.004113399999393119,0.6605359269025461
15,1.931161,-5.383407,-0.469754,0.12456828002363589,0.7694394931459954,0.01795479700340679,0.6261974411188161
16,1.964967,-5.354435,-0.48184,0.14168817400624345,0.804001548035428,0.06359766400280241,0.5739872030252925
17,1.978604,-5.345098,-0.485642,0.15516034804619386,0.8098212222410974,0.07117324502118948,0.5612924581671064
18,1.989109,-5.337638,-0.489917,0.16706210400465432,0.8137264020226703,0.060976555001698796,0.5533728000154169
19,1.99672,-5.331221,-0.494,0.17057369390377927,0.8158831985397598,0.04368842097535534,0.550754521689319
20,1.999722,-5.316133,-0.507047,0.17909739903672295,0.8261672151694012,0.031935516006548204,0.5332466381093394
21,1.996681,-5.309945,-0.510953,0.18490998296560238,0.8286078498458593,0.02676207499502162,0.5277320539018294
22,1.992077,-5.302543,-0.512704,0.1818925610800109,0.8307376393654248,0.02124552800934548,0.5256792732312356
23,1.978662,-5.283646,-0.514784,0.15719074702473465,0.8320709501309299,0.019824392003119456,0.5315599650836433
24,1.969289,-5.272874,-0.516997,0.1418712630225517,0.8312559641321356,0.02445210300388688,0.5369247260853489
25,1.958723,-5.261917,-0.518895,0.12647726206971624,0.8285346974567013,0.0310439410171119,0.5445824373001823
26,1.937675,-5.240509,-0.522228,0.09931720598628463,0.8177790408870674,0.04313638299404301,0.5652546199219403
27,1.927287,-5.230519,-0.525395,0.09347597202752846,0.8143836972398341,0.047584830014013625,0.5707688851680901
28,1.917427,-5.221837,-0.528663,0.09268297000597894,0.8127440600524298,0.04964824900320279,0.5730549810369675
29,1.90073,-5.211896,-0.531855,0.09702117700833349,0.809827084069559,0.04283394600367916,0.5770028060495608
30,1.897595,-5.212932,-0.530486,0.09543191801503606,0.8073794801272091,0.03567624600562108,0.581169794091568
31,1.89837,-5.218117,-0.528369,0.08908202804273052,0.8073836113872827,0.03248925501558432,0.5823577462793431
32,1.901948,-5.235581,-0.524362,0.10453592797965647,0.810325786842304,0.04927308699041106,0.5744706448882033
33,1.901823,-5.2436,-0.519522,0.12737017397997027,0.8064326468731836,0.05809839699086368,0.574515274909654
34,1.900845,-5.248523,-0.513959,0.1426138410365811,0.7989460422049333,0.062078055015923304,0.5809413301490142
35,1.897188,-5.246768,-0.517865,0.16276041502001062,0.789252444097035,0.06773223700832737,0.5882193220723189
36,1.895596,-5.242817,-0.523244,0.16816730693226717,0.7874812146828258,0.07154288897118463,0.5886210227629208
37,1.894217,-5.23788,-0.528077,0.17805661197104705,0.784206557872484,0.08173052398671019,0.5887580479042648
38,1.891615,-5.23121,-0.535074,0.18808709904951423,0.78198979220586,0.09752606202567388,0.5861773411543121
39,1.877101,-5.21697,-0.552857,0.19028953910995564,0.7851818844537043,0.10704996406185703,0.5794994433348541
40,1.867696,-5.21073,-0.558667,0.18812259003009105,0.7836689311253514,0.10407079201664658,0.5827882700932197
41,1.858407,-5.203204,-0.563473,0.18528804597548834,0.7848888208961674,0.1025561399864329,0.5823230349229648
42,1.84551,-5.190988,-0.566387,0.17024975296807138,0.7945917048509823,0.08141451598473153,0.5770708108917761
43,1.842999,-5.188393,-0.567892,0.16138757500158712,0.8030111900078969,0.0649060650006383,0.5700125280056056
44,1.841978,-5.187163,-0.571472,0.15772517694763297,0.8134612307299192,0.050610006983196745,0.5575322608148913
45,1.843598,-5.186786,-0.576575,0.15782630706491493,0.8246750363391939,0.038158352015694764,0.5417987462228451
46,1.844392,-5.185194,-0.57757,0.1626599320275992,0.8249584931399742,0.04614810400783014,0.539310285091507
47,1.84456,-5.182637,-0.576757,0.16301485298037283,0.8222510919010001,0.05578100399328391,0.5424184539346922
48,1.84462,-5.176366,-0.573016,0.15262233706132258,0.8144007123272206,0.06947619302791505,0.5555456422232143
49,1.844583,-5.171576,-0.571694,0.14214760805852497,0.8127589803346288,0.07942745103270182,0.5593819602303084
50,1.844186,-5.167577,-0.570546,0.13370316500108895,0.8118739940066123,0.08792883000071613,0.5614735990045729
51,1.843081,-5.163868,-0.567044,0.13045888900319577,0.8067253440197619,0.09485734700232366,0.568486395013926
52,1.84422,-5.161952,-0.56623,0.12517757505065175,0.804682407325606,0.09822520103974576,0.5719865452314481
53,1.84657,-5.159619,-0.56758,0.11817469895462725,0.8045027386911141,0.1053371059595562,0.5724632547802048
54,1.849432,-5.157604,-0.570504,0.11207692303607096,0.8061756362594604,0.11311770803640593,0.5698455851833998
55,1.853524,-5.154303,-0.573797,0.10164744003447795,0.8091178712744459,0.12753135604325758,0.5645633901914952
56,1.854145,-5.152532,-0.571848,0.09534383897127234,0.8063984687570274,0.13457934795945045,0.567907968828886
57,1.854139,-5.151,-0.569684,0.09123420502586575,0.8027919742275991,0.14112902704001137,0.5720873741621921
58,1.853134,-5.148952,-0.568512,0.09005631898057744,0.799684246827531,0.14806023296806767,0.5748679258760175
59,1.852528,-5.149448,-0.569177,0.09233612103422437,0.8006203292967499,0.14264498905287135,0.5745724812129652
60,1.852063,-5.151517,-0.569934,0.09682270394929003,0.8028644885795074,0.13044009993168326,0.5736020896995814
61,1.852162,-5.155042,-0.5692,0.1026193250196424,0.8050441061540937,0.10917654602089752,0.5739806121098657
62,1.85239,-5.155522,-0.568272,0.10371170499288354,0.8046443969447871,0.10432478799284146,0.5752456999605279
63,1.852369,-5.156145,-0.567868,0.10555352397225755,0.8050688627884052,0.09876957297404057,0.5752974458487956
64,1.850771,-5.159616,-0.569923,0.11719596598460627,0.808426605893813,0.08227525998919312,0.5709135749250103
65,1.848519,-5.161052,-0.571238,0.1268852970081845,0.8088499200521733,0.07644303400493081,0.5690504290367056
66,1.845185,-5.161676,-0.572557,0.1363327000281952,0.8077554071670534,0.07257215701500877,0.5689269541176608
67,1.836339,-5.161997,-0.571628,0.15393736605643574,0.7987906602928486,0.06457229102367318,0.5779854562118981
68,1.832447,-5.161743,-0.569883,0.15987173294628,0.7933189477334295,0.06328270797873577,0.5840217248037574
69,1.830302,-5.161446,-0.56818,0.16311670001504902,0.7890200990727944,0.06454329600595471,0.5887906150543213
70,1.832491,-5.159281,-0.56598,0.1621134989910171,0.7838842259565639,0.07378254099591161,0.5948116259670408
71,1.835831,-5.158241,-0.565333,0.16371911307490009,0.7818195873576756,0.07745109303543321,0.5966200742729485
72,1.839717,-5.158174,-0.564444,0.16988586396331995,0.7780047848320211,0.0800879699827082,0.599527534870556
73,1.843217,-5.157721,-0.563938,0.17096953203260698,0.7754674691478957,0.08331467501588963,0.602061698114824
74,1.847828,-5.153514,-0.564125,0.1556782680755405,0.7756203153763578,0.10121463104911284,0.6032685982927268
75,1.849076,-5.148644,-0.563737,0.13877028896048543,0.7767580177788197,0.11887439196615075,0.6027094388283797
76,1.850085,-5.142137,-0.56201,0.11781055800918641,0.7762081560605257,0.13954832701088143,0.6034466300470545
77,1.852371,-5.131608,-0.558341,0.0867399699825212,0.7717484008444866,0.1634589889670617,0.6084091898774008
78,1.853604,-5.127526,-0.55884,0.0771716989684645,0.7728364336841876,0.16603160493215274,0.6076198497517018
79,1.853956,-5.124492,-0.560978,0.07138590697296358,0.7777459907054396,0.16309241793823104,0.6028400197716829
80,1.853163,-5.123634,-0.562168,0.07031683099761905,0.783985837973454,0.14792208999499132,0.5987827689797252
81,1.852207,-5.125305,-0.562412,0.07136205799687324,0.7871520589655105,0.1367190989940096,0.597165789973835
82,1.850833,-5.128893,-0.563784,0.07633094703920801,0.7917994014067142,0.12144352706238044,0.5936992203049584
83,1.847666,-5.145856,-0.564297,0.10765149003679318,0.7907233792702538,0.07005266802394264,0.5985485092045723
84,1.844,-5.156447,-0.564117,0.1318828710264535,0.7873163871579223,0.03792773200760766,0.6010834401205672
85,1.839008,-5.163839,-0.563306,0.15343714501814257,0.7834043390926305,0.014339823001695557,0.6021038560711934
86,1.832092,-5.171681,-0.56152,0.16959638691798826,0.7799024266228626,-0.015075176992710096,0.6022972767087471
87,1.829521,-5.176648,-0.562058,0.17245580602140068,0.7815790030969891,-0.03346047500415224,0.5985596490742775
